1403636580.863556, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 1.0000000
1403636580.913555, 0.0002183, -0.0101712, -0.0032635, 0.0075891, 0.0054946, -0.0033371, 0.9999505
1403636587.963556, 0.0768394, -0.0141257, -0.0076989, -0.1427878, 0.0397695, 0.0409858, 0.9881043
1403636588.063555, 0.0851259, -0.0132047, -0.0066038, -0.1536363, 0.0488674, 0.0431572, 0.9859743
1403636588.963556, 0.0647861, -0.0101967, -0.0114319, -0.1546604, 0.0331831, 0.0422395, 0.9865064
1403636589.963556, -0.0550878, -0.0059644, -0.0260887, -0.1536190, -0.0185597, 0.0178737, 0.9877942
1403636590.113555, -0.0650371, -0.0052408, -0.0272888, -0.1472763, -0.0294775, 0.0166917, 0.9885151
1403636590.263556, -0.0678587, -0.0056599, -0.0282460, -0.1414038, -0.0342818, 0.0156416, 0.9892346
1403636591.763556, 0.0560987, -0.0035145, -0.0103742, -0.1136030, 0.0439420, 0.0327560, 0.9920133
1403636593.913555, -0.0165283, 0.0137103, -0.0352340, -0.1434972, -0.0286713, 0.0460959, 0.9881607
1403636594.063555, 0.0047870, 0.0163638, -0.0408235, -0.1291347, 0.0315731, 0.0678400, 0.9887998
1403636594.213556, 0.0278379, 0.0158036, -0.0394500, -0.1282702, 0.0803477, 0.0864216, 0.9846940
1403636594.363556, 0.0508425, 0.0127165, -0.0294284, -0.1293167, 0.1106782, 0.0894228, 0.9813415
1403636594.663556, 0.0825678, -0.0015676, 0.0059647, -0.1031321, 0.1219922, 0.0823615, 0.9837165
1403636596.063555, 0.0363056, 0.0229354, -0.0202588, -0.1226232, 0.0185667, 0.0213621, 0.9920496
1403636596.213556, 0.0423022, 0.0278955, -0.0323924, -0.1268664, 0.0461180, 0.0360729, 0.9901903
1403636596.513556, 0.0179449, 0.0319148, -0.0630408, -0.1134727, 0.0500413, 0.0384527, 0.9915348
1403636596.663556, 0.0046793, 0.0332638, -0.0742951, -0.1129539, 0.0487403, 0.0325588, 0.9918698
1403636597.263556, 0.0143730, 0.0131634, -0.0206768, -0.1271027, 0.0284735, 0.0093794, 0.9914364
1403636598.363556, -0.0028050, 0.0198029, -0.0150278, -0.1372660, -0.0743281, -0.0494431, 0.9865033
1403636598.513556, 0.0017859, 0.0248861, -0.0114372, -0.1364634, -0.0664973, -0.0516727, 0.9870592
1403636598.663556, 0.0058392, 0.0250833, 0.0008913, -0.1158328, -0.0770574, -0.0514755, 0.9889364
1403636599.113555, 0.0132088, 0.0331429, 0.0425531, -0.0251697, -0.1089294, -0.0393464, 0.9929515
1403636599.663556, 0.0144910, 0.0396801, 0.0625751, 0.0403984, -0.0939260, -0.0241801, 0.9944653
1403636599.863556, 0.0154633, 0.0405433, 0.0630314, 0.0652577, -0.0950125, -0.0202949, 0.9931275
1403636612.013556, 0.0163545, 0.0409971, 0.0628531, 0.0691654, -0.0974625, -0.0086152, 0.9927955
1403636624.763556, 0.0261573, 0.0436644, 0.0581143, 0.0490500, -0.0788184, -0.0207839, 0.9954646
1403636624.863556, 0.0305965, 0.0448095, 0.0553804, 0.0427706, -0.0741033, -0.0351682, 0.9957121
1403636625.063555, 0.0389077, 0.0418112, 0.0459282, 0.0185406, -0.0655915, -0.0605555, 0.9958348
1403636628.763556, 0.1019903, -0.0840301, 0.0288546, 0.0414986, -0.0355082, -0.0069221, 0.9984834
1403636629.563555, 0.1612113, -0.1052069, 0.0562690, 0.0358118, 0.0295279, 0.0227825, 0.9986624
1403636630.063555, 0.2151372, -0.0949720, 0.1009538, 0.0111122, 0.1227346, 0.0497031, 0.9911318
1403636631.013556, 0.3247420, -0.1550083, 0.1830640, 0.0283475, 0.1318060, 0.0465412, 0.9897765
1403636632.313555, 0.4369499, -0.1939575, 0.3264310, 0.0370526, 0.1306176, 0.0309012, 0.9902582
1403636634.313555, 0.5380662, -0.2760163, 0.6127757, 0.0227827, 0.0218220, 0.0107205, 0.9994448
1403636634.413555, 0.5471607, -0.2875280, 0.6307130, 0.0317617, 0.0222256, 0.0043000, 0.9992391
1403636634.513556, 0.5553436, -0.2968811, 0.6486914, 0.0381012, 0.0220818, 0.0004335, 0.9990298
1403636635.513556, 0.6198119, -0.3703967, 0.8230922, 0.0216653, -0.0217222, -0.0087997, 0.9994906
1403636635.663556, 0.6281322, -0.3861650, 0.8495625, 0.0230026, -0.0221366, -0.0058323, 0.9994733
1403636636.063555, 0.6561062, -0.4462124, 0.9167487, 0.0195435, -0.0205952, 0.0028999, 0.9995927
1403636636.163556, 0.6663063, -0.4612033, 0.9348936, 0.0187998, -0.0169535, -0.0058196, 0.9996626
1403636637.263556, 0.7375492, -0.5665584, 1.0976757, 0.0368037, -0.0175095, -0.0211856, 0.9989445
1403636637.663556, 0.7397670, -0.5878377, 1.1403376, 0.0263683, -0.0228199, -0.0204014, 0.9991835
1403636637.813555, 0.7400163, -0.6048831, 1.1540265, 0.0303839, -0.0238035, -0.0218160, 0.9990166
1403636638.363556, 0.7392683, -0.6411842, 1.2151182, 0.0370009, -0.0294577, -0.0159812, 0.9987531
1403636639.013556, 0.7517622, -0.6740910, 1.3107905, 0.0265577, -0.0352798, -0.0074544, 0.9989967
1403636639.163556, 0.7578611, -0.6892287, 1.3348906, 0.0267397, -0.0413509, 0.0073824, 0.9987595
1403636639.313555, 0.7669622, -0.6965106, 1.3626469, 0.0253256, -0.0412963, 0.0071415, 0.9988004
1403636640.513556, 0.8530673, -0.7558969, 1.5754633, 0.0458649, -0.0620434, -0.0386150, 0.9962710
1403636641.613555, 0.9018348, -0.7810814, 1.6999780, 0.0441577, -0.0663244, -0.0329545, 0.9962757
1403636643.013556, 0.9573593, -0.8131462, 1.7711163, 0.0244182, -0.0087027, -0.0090086, 0.9996234
1403636643.163556, 0.9624706, -0.8190452, 1.7779410, 0.0353293, -0.0093744, -0.0074515, 0.9993040
1403636644.363556, 1.0193716, -0.8795155, 1.8738506, 0.0295518, -0.0202840, 0.0049567, 0.9993451
1403636645.763556, 1.1550275, -0.8930492, 2.1241946, 0.0134392, -0.0051584, -0.0133638, 0.9998071
1403636645.913555, 1.1678289, -0.9075006, 2.1587369, 0.0123509, -0.0061673, -0.0105574, 0.9998490
1403636646.063555, 1.1816927, -0.9299701, 2.1933637, 0.0243116, 0.0003354, 0.0001073, 0.9997044
1403636647.163556, 1.3248303, -1.0738324, 2.3923185, 0.0413700, 0.1442380, 0.0532108, 0.9872449
1403636647.713556, 1.3952197, -1.1124911, 2.4556296, 0.0595578, 0.1347086, 0.0603020, 0.9872538
1403636647.863556, 1.4164633, -1.1222732, 2.4680388, 0.0533890, 0.1413672, 0.0584190, 0.9867888
1403636648.063555, 1.4454961, -1.1272777, 2.4831617, 0.0512549, 0.1693488, 0.0669000, 0.9819462
1403636650.363556, 1.7449063, -1.1848595, 2.4550214, 0.0495484, 0.3986629, 0.1466704, 0.9039362
1403636651.263556, 1.7951508, -1.1496509, 2.3905110, 0.0396973, 0.4796280, 0.1773306, 0.8584492
1403636651.663556, 1.7980195, -1.1474375, 2.3544962, 0.0425854, 0.4693930, 0.1736778, 0.8646923
1403636652.013556, 1.7976303, -1.1274511, 2.3223877, 0.0604065, 0.4926282, 0.1963530, 0.8456441
1403636652.663556, 1.7865770, -1.0508219, 2.2437496, 0.0051604, 0.6232749, 0.2675848, 0.7347790
1403636653.863556, 1.8383873, -1.0054185, 2.0923445, 0.0337349, 0.6267136, 0.2252942, 0.7452077
1403636654.213556, 1.8410746, -0.9839622, 2.0609310, 0.0376475, 0.6287389, 0.2354799, 0.7401482
1403636655.013556, 1.8165721, -0.9608616, 1.9745395, 0.0223124, 0.7005491, 0.2678953, 0.6610335
1403636655.763556, 1.7596484, -0.9174041, 1.9206191, 0.0264118, 0.7337654, 0.2972259, 0.6103668
1403636656.113555, 1.7217915, -0.8776177, 1.8955060, 0.0244184, 0.7649341, 0.3174945, 0.5598900
1403636656.263556, 1.7058966, -0.8666592, 1.8798708, 0.0175424, 0.7725925, 0.3194786, 0.5483854
1403636656.463556, 1.6874977, -0.8591796, 1.8526052, 0.0137885, 0.7746738, 0.3221151, 0.5439965
1403636656.613555, 1.6752459, -0.8577229, 1.8293216, 0.0122710, 0.7753150, 0.3180625, 0.5455019
1403636657.363556, 1.6030051, -0.8133629, 1.7366586, 0.0377440, 0.7741351, 0.2995407, 0.5563862
1403636657.663556, 1.5586333, -0.7903386, 1.7027798, 0.0297846, 0.7669997, 0.3188102, 0.5560436
1403636657.863556, 1.5288128, -0.7686623, 1.6786644, 0.0345334, 0.7682322, 0.3245323, 0.5507318
1403636658.413555, 1.4520290, -0.7124392, 1.5823830, 0.0072110, 0.7769306, 0.3194106, 0.5424978
1403636658.513556, 1.4404386, -0.7004663, 1.5637865, 0.0010946, 0.7784147, 0.3166483, 0.5420361
1403636658.613555, 1.4293933, -0.6883080, 1.5456288, -0.0054692, 0.7804236, 0.3117405, 0.5419658
1403636659.163556, 1.3863900, -0.6209128, 1.4706794, 0.0137607, 0.7895094, 0.2916531, 0.5398370
1403636659.363556, 1.3701916, -0.5945184, 1.4533056, 0.0133279, 0.7878130, 0.2950448, 0.5404828
1403636659.563555, 1.3539799, -0.5777140, 1.4366537, 0.0047559, 0.7844563, 0.3035807, 0.5407814
1403636660.063555, 1.3174431, -0.5286752, 1.4119573, -0.0007797, 0.7862366, 0.3086820, 0.5353007
1403636660.163556, 1.3116541, -0.5171100, 1.4109591, -0.0063140, 0.7847376, 0.3138240, 0.5344731
1403636660.263556, 1.3065031, -0.5047967, 1.4106979, -0.0085403, 0.7836317, 0.3176091, 0.5338284
1403636660.813555, 1.3120694, -0.4539346, 1.4049883, -0.0106779, 0.7924420, 0.2930871, 0.5348099
1403636661.113555, 1.3282584, -0.4214318, 1.4189597, 0.0004364, 0.7946938, 0.2864984, 0.5351450
1403636661.213556, 1.3331485, -0.4107551, 1.4268646, 0.0066825, 0.7942177, 0.2877247, 0.5351524
1403636661.613555, 1.3483738, -0.3895922, 1.4625247, 0.0125522, 0.7909224, 0.2956176, 0.5356253
1403636662.663556, 1.3313048, -0.4286729, 1.5419347, 0.0091628, 0.7834339, 0.3166631, 0.5346698
1403636662.863556, 1.3268130, -0.4287907, 1.5621418, 0.0283859, 0.7807057, 0.3259640, 0.5323911
1403636663.163556, 1.3191527, -0.4200557, 1.5840451, 0.0275452, 0.7728883, 0.3467670, 0.5306954
1403636663.963556, 1.3595371, -0.3722277, 1.6049995, -0.0452272, 0.7880520, 0.2991134, 0.5361528
1403636664.063555, 1.3758771, -0.3717610, 1.6098242, -0.0417587, 0.7914962, 0.2872129, 0.5378650
1403636664.213556, 1.4030142, -0.3767890, 1.6197788, -0.0224300, 0.7908624, 0.2842714, 0.5415010
1403636664.713556, 1.4956677, -0.3751422, 1.6882988, 0.0185546, 0.7790313, 0.2873498, 0.5569525
1403636665.313555, 1.5866909, -0.4119112, 1.7775384, 0.0187493, 0.7631722, 0.3053344, 0.5691990
1403636665.613555, 1.6309230, -0.4399050, 1.8152317, -0.0016017, 0.7687644, 0.2941343, 0.5678765
1403636666.213556, 1.7153097, -0.5015445, 1.8983026, 0.0253221, 0.7736191, 0.2950468, 0.5601962
1403636666.363556, 1.7312452, -0.5097962, 1.9217029, 0.0308012, 0.7735415, 0.2938924, 0.5606355
1403636666.813555, 1.7677203, -0.5424406, 1.9803127, 0.0067501, 0.7631892, 0.3089079, 0.5675144
1403636666.963556, 1.7792323, -0.5547883, 1.9986171, 0.0143612, 0.7521201, 0.3334508, 0.5682603
1403636668.763556, 1.9623973, -0.5721298, 2.1661541, -0.0066898, 0.7748404, 0.2992844, 0.5567823
