1413394887.705760, 0.2226110, 0.2864357, -0.1673102, 0.0261135, -0.0203187, -0.0689828, 0.9970690
1413394887.855760, 0.2162839, 0.2682435, -0.1737872, 0.0106544, -0.0183534, -0.0702304, 0.9973050
1413394888.055760, 0.2054947, 0.2500409, -0.1740843, 0.0089356, -0.0187521, -0.0688555, 0.9974104
1413394892.305761, 0.0690781, -0.0335088, 0.1618708, 0.1064297, -0.0797946, -0.0994898, 0.9861072
1413394896.505760, -0.3505715, 0.4536711, -0.8249165, -0.0522900, -0.6232518, -0.2137405, 0.7504252
1413394899.455760, -0.2508872, 0.0752316, -0.0893239, 0.0244566, -0.6503021, -0.3643802, 0.6661352
1413394899.555760, -0.2549227, 0.0911704, -0.1146147, 0.0060967, -0.6668369, -0.3478212, 0.6590234
1413394899.855760, -0.2731020, 0.1515652, -0.2044924, 0.0004089, -0.7254013, -0.3506437, 0.5923190
1413394900.705760, -0.3550086, 0.2826799, -0.5059775, -0.0654672, 0.8614056, 0.3468595, -0.3652163
1413394902.705760, 0.2424120, 0.3775832, -0.9217639, 0.0990638, 0.9214536, 0.2830222, 0.2469983
1413394903.055760, 0.3095818, 0.3597515, -0.8710212, 0.1025379, 0.9061581, 0.3297687, 0.2441640
1413394905.455760, 0.2077530, 0.4804339, -0.9123889, 0.0817586, 0.8189605, 0.3934671, -0.4096374
1413394905.655760, 0.1839102, 0.4830941, -0.9172199, 0.0831341, 0.7872274, 0.4447013, -0.4190495
1413394905.755760, 0.1601805, 0.4842286, -0.9316646, 0.0434140, 0.8107772, 0.4023216, -0.4229574
1413394908.555760, 0.0885220, 0.3953145, -0.5879805, -0.0787730, -0.6714528, -0.3968037, 0.6208806
1413394910.405761, 0.0312905, 0.1475765, -0.4465433, -0.0767157, -0.6087413, -0.3514180, 0.7071450
1413394910.555760, 0.0266406, 0.1427088, -0.4220320, -0.0602514, -0.6181982, -0.3426742, 0.7048228
1413394911.605761, 0.0798795, 0.1420072, -0.2409958, -0.0464079, -0.6195390, -0.3506576, 0.7007546
1413394912.305761, 0.1049298, 0.1481352, -0.1763347, -0.0330045, -0.5861927, -0.3308856, 0.7387851
1413394912.905761, 0.0493555, 0.1053310, -0.1790490, -0.0059630, -0.5105641, -0.2079637, 0.8342900
1413394913.105761, 0.0189423, 0.0908360, -0.1740107, 0.0159801, -0.4872182, -0.2289684, 0.8425773
1413394913.305761, -0.0127472, 0.0764526, -0.1755026, 0.0275766, -0.4999177, -0.2410606, 0.8313914
